Camera,Trial,Arena,Date,Day,Origin,Mark,Sex,Fish_ID,Group,Tank,Notes,tot_dist,mean_velocity,high_dur,mid_dur,low_dur,freezing_dur,arena_dur,latency_high,freq_high
1,6,4,6/03/2020,Friday,WTA,Gre.Blu,female,a10041,Within Treatment,Tall,Jumped,2225.11,5.12414,46.48,118.88,274.72,22.08,440.08,256.64,13
2,6,5,6/03/2020,Friday,WTA,Red.Bla,female,a10164,Within Treatment,Tall,,1443.93,5.41852,87.84,78.48,223.28,0.08,389.6,78.8,47
2,6,6,6/03/2020,Friday,WTA,Pur.Blu,female,a10079,Within Treatment,Tall,,1080.81,6.07468,132.48,65.52,124.64,0.96,322.64,25.76,106
2,6,7,6/03/2020,Friday,WTA,Ora.Red,male,a10064,Within Treatment,Tall,,1336.25,6.10492,151.76,131.28,83.68,0.4,366.72,0.08,95
2,6,8,6/03/2020,Friday,WTA,Blu.Blu,female,a10046,Within Treatment,Tall,,748.261,4.3912,36.96,85.2,186.72,0,308.88,0,42
1,7,1,6/03/2020,Friday,WTA,Red.Pur,male,a10166,Within Treatment,Tall,,1565.52,3.55929,9.36,41.2,389.52,0.96,440.08,385.44,4
1,7,2,6/03/2020,Friday,WTA,Blu.Yel,male,a10055,Within Treatment,Tall,,2235.62,5.10695,29.76,37.68,372.64,16.4,440.08,110.08,11
1,7,3,6/03/2020,Friday,WTA,Pin.Blu,male,a10090,Within Treatment,Tall,,4512.58,10.3197,135.76,184.64,119.6,0.08,440,28.32,61
1,7,4,6/03/2020,Friday,WTA,Red.Whi,female,a10172,Within Treatment,Tall,Jumped,2363.71,5.37206,36.64,139.28,264.16,0.4,440.08,174.64,9
2,7,5,6/03/2020,Friday,WTA,Pin.Bla,male,a10092,Within Treatment,Tall,Jumped,815.514,3.05482,25.2,37.76,304.4,0.4,367.36,364.64,17
2,7,6,6/03/2020,Friday,WTA,Whi.Pur,female,a10158,Within Treatment,Tall,,965.051,2.75226,0,0,420.16,1.44,420.16,,0
2,7,7,6/03/2020,Friday,WTA,Ora.Bro,male,a10070,Within Treatment,Tall,,3297.47,8.3692,109.36,103.44,225.28,0.08,438.08,18.8,30
2,7,8,6/03/2020,Friday,WTA,Whi.Yel,male,a10157,Within Treatment,Tall,,2357.63,7.91152,189.76,106.32,122.32,0.4,418.4,63.52,64
1,8,1,6/03/2020,Friday,WTA,Pur._,male,a10077,Within Treatment,Tall,,3116.78,7.14334,133.2,108.4,198.08,0.08,439.68,0,29
1,8,2,6/03/2020,Friday,WTA,Pin.Gre,female,a10087,Within Treatment,Tall,,2407.99,5.50674,97.2,137.12,205.76,0.16,440.08,26,21
1,8,3,6/03/2020,Friday,WTA,Yel._,male,a10095,Within Treatment,Tall,,3611.83,8.21768,96.32,100.56,243.2,0,440.08,58.56,29
1,8,4,6/03/2020,Friday,WTA,Bro.Bro,male,a10201,Within Treatment,Tall,,2871.38,6.56405,336.32,60.8,42.8,5.12,439.92,0,25
2,8,5,6/03/2020,Friday,PB,Pin.Ora,female,a9953,Paternal,Tall,,771.292,3.92555,8.8,54.56,258,0.08,321.36,27.76,11
2,8,6,6/03/2020,Friday,PB,Whi.Ora,female,a9927,Paternal,Tall,,2065.88,5.75645,103.44,104.88,220.96,0.16,429.28,68.88,42
2,8,7,6/03/2020,Friday,PB,Red.Yel,male,a9947,Paternal,Tall,,1499.11,3.42888,26.24,33.36,380.24,1.52,439.84,184.48,4
2,8,8,6/03/2020,Friday,PB,Blu.Gre,male,a9983,Paternal,Tall,,1264.91,4.47026,69.84,38,293.84,0.64,401.68,292.4,39
1,9,1,6/03/2020,Friday,PB,_.Ora,female,a9964,Paternal,Tall,,1903.57,4.99886,58.56,58,315.28,0.4,431.84,161.52,18
1,9,2,6/03/2020,Friday,PB,Bro.Blu,male,a9937,Paternal,Tall,,1484.65,3.37606,0,0,440.08,7.68,440.08,,0
1,9,3,6/03/2020,Friday,PB,Pur.Pur,female,a9982,Paternal,Tall,,2401.6,5.45818,83.28,103.6,253.2,0,440.08,190.96,17
1,9,4,6/03/2020,Friday,PB,Red.Bla,male,a9949,Paternal,Tall,,2724.22,6.1914,72.08,137.04,230.96,0.32,440.08,107.84,19
2,9,5,6/03/2020,Friday,PB,Yel.Gre,male,a9901,Paternal,Tall,,3052.7,8.02496,82.48,100.8,251.68,0.16,434.96,7.2,32
2,9,6,6/03/2020,Friday,PB,_.Pur,male,a9981,Paternal,Tall,,2311.37,5.32672,59.52,71.04,309.2,0.24,439.76,214.56,13
2,9,7,6/03/2020,Friday,PB,Pin.Gre,female,a9952,Paternal,Tall,,2453.9,7.37349,173.28,87.68,156.48,0.16,417.44,3.92,56
2,9,8,6/03/2020,Friday,PB,Bro.Bro,female,a9910,Paternal,Tall,,1144.88,2.99582,37.68,30.32,361.44,0.72,429.44,382.56,9
1,10,1,6/03/2020,Friday,PB,Yel.Pur,female,a9899,Paternal,Tall,,839.571,2.2434,0,0,427.6,40.72,427.6,,0
1,10,2,6/03/2020,Friday,PB,Red._,male,a9941,Paternal,Tall,,2907.03,6.6407,47.76,115.28,276.88,0.32,439.92,200.96,17
1,10,3,6/03/2020,Friday,PB,Blu.Blu,male,a9973,Paternal,Tall,,1926.36,4.41825,227.68,69.12,142.96,2.16,439.76,27.92,16
1,10,4,6/03/2020,Friday,PB,Bla.Whi,female,a9923,Paternal,Tall,,2808.39,6.39085,111.36,79.36,249.36,0.88,440.08,42.72,21
2,10,5,6/03/2020,Friday,PB,Whi._,female,a9924,Paternal,Tall,,1598.9,6.36709,167.04,98.32,120.08,0.08,385.44,0.24,81
2,10,6,6/03/2020,Friday,PB,Blu.Pur,male,a9975,Paternal,Tall,,475.462,1.11716,0,0,438.24,266.32,438.24,,0
2,10,7,6/03/2020,Friday,PB,_.Red,female,a9903,Paternal,Tall,,466.7,1.42009,0,0,400.24,49.04,400.24,,0
2,10,8,6/03/2020,Friday,PB,Bro._,male,a9908,Paternal,Tall,,3200.81,8.74921,124.64,117.2,183.36,0.08,425.2,50.96,49
1,11,1,6/03/2020,Friday,WCB,Bro.Bla,female,a9700,Within Control,Tall,,2292.06,5.41091,83.36,70.72,283.12,0.32,437.2,29.44,16
1,11,2,6/03/2020,Friday,WCB,Blu.Ora,female,a9583,Within Control,Tall,,363.84,0.826909,0,0,440.08,173.44,440.08,,0
1,11,3,6/03/2020,Friday,WCB,Ora.Gre,male,a9612,Within Control,Tall,,2014.43,4.58076,25.6,64.64,349.84,0.32,440.08,323.44,5
1,11,4,6/03/2020,Friday,WCB,Blu.Bro,female,a9579,Within Control,Tall,,1992.01,4.52728,42.64,78.32,319.12,0.4,440.08,90.4,14
2,11,5,6/03/2020,Friday,WCB,Blu.Whi,female,a9580,Within Control,Tall,,1310.86,5.14466,37.12,69.2,271.36,0.16,377.68,177.12,18
2,11,6,6/03/2020,Friday,WCB,Bro.Gre,female,a9704,Within Control,Tall,,1058.29,3.57047,18.96,37.52,329.6,0.16,386.08,193.6,11
2,11,7,6/03/2020,Friday,WCB,Blu.Red,male,a9582,Within Control,Tall,,1633.5,3.94717,30.96,24,384.24,0.48,439.2,197.2,10
2,11,8,6/03/2020,Friday,WCB,Pin.Yel,male,a9587,Within Control,Tall,,2846.05,8.12599,125.12,62.48,239.12,0,426.72,132.72,36
1,12,1,6/03/2020,Friday,WCB,Whi.Ora,female,a9596,Within Control,Tall,,2417.62,5.53484,14.4,15.76,409.92,0.08,440.08,423.84,2
1,12,2,6/03/2020,Friday,WCB,Blu.Gre,female,a9578,Within Control,Tall,,2184.84,4.97279,59.2,36.08,344.8,0.24,440.08,30.72,9
1,12,3,6/03/2020,Friday,WCB,Ora.Bro,male,a9610,Within Control,Tall,,2306.7,5.25397,30,50.4,359.68,0.16,440.08,358.8,10
1,12,4,6/03/2020,Friday,WCB,Yel.Yel,female,a9613,Within Control,Tall,,1922.54,4.36941,0,0,440.08,0.16,440.08,,0
2,12,5,6/03/2020,Friday,WCB,Pur.Pin,male,a9686,Within Control,Tall,,1377.06,3.78731,0,0,428.56,0.72,428.56,,0
2,12,6,6/03/2020,Friday,WCB,Red.Bro,male,a9677,Within Control,Tall,,370.299,0.868106,0,0,437.12,160.72,437.12,,0
2,12,7,6/03/2020,Friday,WCB,Pin.Whi,male,a9590,Within Control,Tall,,665.408,1.5489,0,0,438,47.52,438,,0
2,12,8,6/03/2020,Friday,WCB,Ora.Bla,female,a9608,Within Control,Tall,,1189.84,4.40552,123.36,84.96,175.28,0.32,383.6,0,65
1,13,1,6/03/2020,Friday,WCB,Pur.Blu,male,a9687,Within Control,Tall,,2567.24,6.1535,94.72,68.96,273.52,0.24,437.2,94.56,22
1,13,2,6/03/2020,Friday,WCB,Blu.Blu,male,a9575,Within Control,Tall,,3254.94,7.3976,39.52,120.48,280.08,0,440.08,95.36,10
1,13,3,6/03/2020,Friday,WCB,_.Pur,female,a9605,Within Control,Tall,,2468.37,5.61914,164.56,160,115.52,0,440.08,0,23
1,13,4,6/03/2020,Friday,WCB,Blu.Pur,male,a9581,Within Control,Tall,,1950.81,4.43365,18.48,97.44,324.16,0.16,440.08,315.52,3
2,13,5,6/03/2020,Friday,MA,Red.Gre,female,a9758,Maternal,Tall,,582.851,4.71257,81.12,76.8,93.76,0.16,251.68,43.44,98
2,13,6,6/03/2020,Friday,MA,Red.Red,male,a9754,Maternal,Tall,,1343.94,5.13737,14.96,100.48,279.84,0,395.28,203.44,12
2,13,7,6/03/2020,Friday,MA,Bro.Yel,female,a9794,Maternal,Tall,,915.158,2.11177,0,0,439.76,0.88,439.76,,0
2,13,8,6/03/2020,Friday,MA,Gre.Blu,male,a9808,Maternal,Tall,,839.999,2.68679,0,0,404.64,1.2,404.64,,0
1,14,1,6/03/2020,Friday,MA,Whi.Ora,female,a9839,Maternal,Tall,,1525.23,3.66782,0,15.36,422,0.48,437.36,,0
1,14,2,6/03/2020,Friday,MA,Red.Bro,male,a9760,Maternal,Tall,,2627.36,5.97127,26.96,84.72,328.4,0.16,440.08,226.16,8
1,14,3,6/03/2020,Friday,MA,Gre.Whi,female,a9809,Maternal,Tall,,2594.18,5.93255,156.48,58.48,225.12,0.32,440.08,33.44,19
1,14,4,6/03/2020,Friday,MA,Red.Pur,female,a9762,Maternal,Tall,,2179.42,4.95502,0,6.56,433.52,0.16,440.08,,0
2,14,5,6/03/2020,Friday,MA,Red.Yel,female,a9761,Maternal,Tall,,1928.17,7.25967,128.56,80.32,176.32,0.24,385.2,28.08,84
2,14,6,6/03/2020,Friday,MA,Bro.Gre,female,a9796,Maternal,Tall,,1663.82,6.15316,150.56,70.08,169.84,0.56,390.48,55.2,75
2,14,7,6/03/2020,Friday,MA,Yel._,male,a9763,Maternal,Tall,,426.163,1.18827,0,16,399.12,46.4,415.12,,0
2,14,8,6/03/2020,Friday,MA,Gre.Gre,female,a9804,Maternal,Tall,,1061.33,6.0717,96.48,105.44,152.8,0,354.72,143.2,93
1,15,1,6/03/2020,Friday,MA,_.Bla,male,a9800,Maternal,Tall,,2305.45,5.24156,36.16,73.52,330.4,0.48,440.08,295.04,11
1,15,2,6/03/2020,Friday,MA,Bro.Pin,male,a9793,Maternal,Tall,,2471.93,5.61803,75.92,106.96,257.2,0.16,440.08,80.48,16
1,15,3,6/03/2020,Friday,MA,Pin.Ora,male,a9858,Maternal,Tall,,2187.66,4.98556,68.56,95.28,276.08,0.56,439.92,212.16,13
1,15,4,6/03/2020,Friday,MA,_.Gre,male,a9803,Maternal,Tall,,2918.76,6.63355,62.64,113.28,264.16,0.08,440.08,111.2,11
2,15,5,6/03/2020,Friday,MA,Blu.Yel,female,a9845,Maternal,Tall,,1403.18,5.49318,100.72,83.6,201.36,0.24,385.68,120.88,54
2,15,6,6/03/2020,Friday,MA,Red.Blu,female,a9759,Maternal,Tall,,100.358,0.233088,0,0,437.6,309.52,437.6,,0
2,15,7,6/03/2020,Friday,MA,_.Yel,male,a9764,Maternal,Tall,,1087.97,4.58517,102.96,77.04,172.96,0.56,352.96,106.08,59
2,15,8,6/03/2020,Friday,MA,Red._,female,a9848,Maternal,Tall,,2093.95,7.42745,126.48,73.44,186.16,0.32,386.08,63.84,53
1,16,1,6/03/2020,Friday,WTB,Whi.Bla,male,a10152,Within Treatment,Tall,wrong label,1697.7,3.94961,2.72,13.6,422.48,0.24,438.8,437.36,1
1,16,2,6/03/2020,Friday,WTB,Pur.Gre,male,a10074,Within Treatment,Tall,,2624.12,5.99004,124.72,131.2,184.08,0.08,440,73.68,20
1,16,3,6/03/2020,Friday,WTB,Pin.Red,male,a10089,Within Treatment,Tall,,2522.52,5.75707,64.32,111.04,264.64,0.16,440,24.8,17
1,16,4,6/03/2020,Friday,WTB,Whi.Ora,female,a10160,Within Treatment,Tall,,2804.92,6.38295,77.12,104,258.96,0.08,440.08,78.64,28
2,16,5,6/03/2020,Friday,WTB,Red.Bro,male,a10169,Within Treatment,Tall,,2034.09,7.35285,72.56,88.72,233.84,0,395.12,58.56,47
2,16,6,6/03/2020,Friday,WTB,Gre.Pur,male,a10043,Within Treatment,Tall,,2221.18,5.71292,38.8,80.4,318.32,0.32,437.52,98.72,9
2,16,7,6/03/2020,Friday,WTB,Pin.Bro,male,a10088,Within Treatment,Tall,,2240.76,5.10006,92.64,100.16,247.28,0.56,440.08,56.56,13
2,16,8,6/03/2020,Friday,WTB,Yel.Yel,female,a10097,Within Treatment,Tall,,1136.53,5.52358,112.64,51.68,167.28,0.16,331.6,0,82
1,17,1,6/03/2020,Friday,WTB,Pur.Pur,female,a10081,Within Treatment,Tall,,1022.99,3.08278,46.8,39.84,324.24,29.76,410.88,176.8,19
1,17,2,6/03/2020,Friday,WTB,Ora.Ora,female,a10060,Within Treatment,Tall,,2771.03,7.79604,108.64,74.8,247.68,0.08,431.12,25.68,39
1,17,3,6/03/2020,Friday,WTB,Whi.Bro,female,a10159,Within Treatment,Tall,,3746.01,8.53384,153.2,110.48,176.4,0,440.08,10.72,29
1,17,4,6/03/2020,Friday,WTB,Ora.Pin,female,a10063,Within Treatment,Tall,,2571.27,5.86726,115.2,148.96,175.92,0.08,440.08,0,20
2,17,5,6/03/2020,Friday,WTB,Red._,male,a10155,Within Treatment,Tall,,1744.51,4.02629,0,1.76,437.52,0.56,439.28,,0
2,17,6,6/03/2020,Friday,WTB,Gre._,male,a10037,Within Treatment,Tall,,715.016,1.65452,0,1.84,437.2,1.68,439.04,,0
2,17,7,6/03/2020,Friday,WTB,Whi.Pin,female,a10154,Within Treatment,Tall,,1306.72,4.46649,64.32,86.72,242.16,0.24,393.2,73.36,36
2,17,8,6/03/2020,Friday,WTB,Gre.Bro,male,a10044,Within Treatment,Tall,,1765.99,8.01558,233.6,66.8,58.88,0.16,359.28,0,142
1,18,1,6/03/2020,Friday,WTB,Blu.Ora,female,a10059,Within Treatment,Tall,,674.097,1.57411,0,0,439.36,26.96,439.36,,0
1,18,2,6/03/2020,Friday,WTB,_.Yel,male,a10096,Within Treatment,Tall,,3732.17,8.4961,209.92,154.96,75.2,0.08,440.08,57.76,50
1,18,3,6/03/2020,Friday,WTB,Pur.Red,female,a10076,Within Treatment,Tall,,2084.37,5.87875,84.72,102.4,239.04,3.68,426.16,25.52,36
1,18,4,6/03/2020,Friday,WTB,_.Blu,female,a10040,Within Treatment,Tall,,2661.91,6.07742,31.52,117.84,290.72,0,440.08,154.32,20
2,18,5,6/03/2020,Friday,PA,Pin.Red,female,a9958,Paternal,Tall,,1592.57,5.11358,59.36,74.88,286.72,0.08,420.96,95.52,25
2,18,6,6/03/2020,Friday,PA,Bla.Red,female,a9921,Paternal,Tall,,2343.35,9.05749,78.56,67.12,258.4,0.24,404.08,149.52,54
2,18,7,6/03/2020,Friday,PA,Blu.Bla,male,a9984,Paternal,Tall,,2171.91,8.24943,120.32,85.52,198.8,0.32,404.64,31.12,46
2,18,8,6/03/2020,Friday,PA,Bla.Pin,male,a9919,Paternal,Tall,,1433.31,7.69272,247.76,51.68,54.64,0.32,354.08,0,161
1,19,1,6/03/2020,Friday,PA,Bla.Gre,female,a9922,Paternal,Tall,,2466.06,6.98679,118.56,63.92,244.48,0.16,426.96,12.96,37
1,19,2,6/03/2020,Friday,PA,Ora.Pin,female,a9961,Paternal,Tall,,2683.46,6.13559,75.12,72,292.96,0.08,440.08,153.12,14
1,19,3,6/03/2020,Friday,PA,Gre.Pin,male,a9880,Paternal,Tall,,2681.64,6.10128,36.56,71.6,331.92,1.6,440.08,96.08,12
1,19,4,6/03/2020,Friday,PA,_.Bro,female,a9917,Paternal,Tall,,2236.29,5.08617,47.28,64.64,328.16,0.48,440.08,96.4,13
2,19,5,6/03/2020,Friday,PA,Whi.Bro,female,a9929,Paternal,Tall,,643.952,4.54511,57.76,41.04,179.44,0.08,278.24,82.4,69
2,19,6,6/03/2020,Friday,PA,Pin.Yel,male,a9956,Paternal,Tall,,2475.73,5.7351,36.96,81.36,321.44,0.48,439.76,115.84,12
2,19,7,6/03/2020,Friday,PA,Ora.Ora,female,a9962,Paternal,Tall,,1308.37,6.927,122.08,81.52,156.96,0.32,360.56,53.12,97
2,19,8,6/03/2020,Friday,PA,Bla.Ora,female,a9887,Paternal,Tall,,1322.84,4.33322,50.72,104.24,248,0.32,402.96,140.64,38
1,20,1,6/03/2020,Friday,PA,Gre.Blu,male,a9881,Paternal,Tall,,1992.7,4.52886,59.84,62.32,317.92,0.72,440.08,274.64,9
1,20,2,6/03/2020,Friday,PA,_.Gre,male,a9873,Paternal,Tall,,2799.47,6.36243,96.56,105.28,238.24,0.24,440.08,51.28,23
1,20,3,6/03/2020,Friday,PA,Whi.Red,male,a9931,Paternal,Tall,,165.264,0.3756,0,0,440.08,154,440.08,,0
1,20,4,6/03/2020,Friday,PA,Gre.Ora,female,a9876,Paternal,Tall,,3356.31,7.63076,132.56,119.68,187.84,0,440.08,78.08,32
2,20,5,6/03/2020,Friday,PA,Gre.Gre,female,a9874,Paternal,Tall,,1098.65,6.35497,96.72,64.24,174.4,0,335.36,129.52,93
2,20,6,6/03/2020,Friday,PA,Whi.Whi,male,a9926,Paternal,Tall,,1550.96,3.63326,58.08,38.48,342.08,103.6,438.64,245.6,13
2,20,7,6/03/2020,Friday,PA,Pin.Pur,female,a9957,Paternal,Tall,,1650.01,6.54559,230.56,66.56,87.68,0,384.8,0,144
2,20,8,6/03/2020,Friday,PA,Pin.Blu,male,a9960,Paternal,Tall,,1459.8,5.00206,48.72,57.36,293.68,5.76,399.76,224.96,27
1,1,1,9/03/2020,Monday,WTB,Gre._,male,a10037,Within Treatment,Old,arena settings 1,2652.59,6.02861,19.6,57.28,363.2,0.08,440.08,132.08,12
1,1,2,9/03/2020,Monday,WTB,Pur.Red,female,a10076,Within Treatment,Old,,3083.93,7.00894,22.16,51.04,366.88,1.12,440.08,158.16,13
1,1,3,9/03/2020,Monday,WTB,Pur.Pur,female,a10081,Within Treatment,Old,,3002.4,6.82364,29.92,29.6,380.56,0.48,440.08,166.72,11
1,1,4,9/03/2020,Monday,WTB,Gre.Bro,male,a10044,Within Treatment,Old,,2733.27,6.21198,63.44,84.8,291.84,0.64,440.08,59.76,24
1,2,1,9/03/2020,Monday,WTB,_.Yel,male,a10096,Within Treatment,Old,arena settings 2,2145.96,4.87717,26.24,55.28,358.56,0.64,440.08,1.2,10
1,2,2,9/03/2020,Monday,WTB,Ora.Ora,female,a10060,Within Treatment,Old,,2225.96,5.06268,63.92,62.64,313.44,1.92,440,32.32,24
1,2,3,9/03/2020,Monday,WTB,Red.Bro,male,a10169,Within Treatment,Old,,2955.52,6.73054,0,4.96,434.96,10.24,439.92,,0
1,2,4,9/03/2020,Monday,WTB,Whi.Pin,female,a10154,Within Treatment,Old,,2109.58,4.79449,30.64,71.76,337.68,0.08,440.08,147.84,7
1,3,1,9/03/2020,Monday,WTB,_.Blu,female,a10040,Within Treatment,Old,wrong label,2736.47,6.21924,18.16,54,367.92,0.24,440.08,168.88,8
1,3,2,9/03/2020,Monday,WTB,Blu.Ora,female,a10059,Within Treatment,Old,,2166.89,4.92474,8.24,20.72,411.12,0.4,440.08,162.4,4
1,3,3,9/03/2020,Monday,WTB,Whi.Bla,male,a10152,Within Treatment,Old,wrong label,2565.32,5.83028,0,17.2,422.88,1.12,440.08,,0
1,3,4,9/03/2020,Monday,WTB,Whi.Ora,female,a10160,Within Treatment,Old,,3341.93,7.59806,0,0,440.08,134.16,440.08,,0
1,4,1,9/03/2020,Monday,PA,Gre.Gre,female,a9874,Paternal,Old,,2617.4,5.94863,15.04,23.68,401.36,7.12,440.08,395.6,4
1,4,2,9/03/2020,Monday,PA,Bla.Ora,female,a9887,Paternal,Old,,2333.23,5.30278,0,18.64,421.44,50.16,440.08,,0
1,4,3,9/03/2020,Monday,PA,Whi.Whi,male,a9926,Paternal,Old,,2356.83,6.39054,33.92,52.24,283.52,10.08,369.68,35.36,16
1,4,4,9/03/2020,Monday,PA,Blu.Bla,male,a9984,Paternal,Old,,2438.96,5.54309,67.2,94.96,277.92,0.32,440.08,5.6,33
1,5,1,9/03/2020,Monday,PA,_.Bro,female,a9917,Paternal,Old,,1667.53,3.78984,33.2,80.32,326.56,102.64,440.08,86,21
1,5,2,9/03/2020,Monday,PA,Gre.Pin,male,a9880,Paternal,Old,,2162.8,4.91546,63.92,99.6,276.56,0.48,440.08,241.92,32
1,5,3,9/03/2020,Monday,PA,Whi.Red,male,a9931,Paternal,Old,,404.284,1.13819,0,0,355.84,297.04,355.84,,0
1,5,4,9/03/2020,Monday,PA,Ora.Ora,female,a9962,Paternal,Old,,3564.07,8.10017,0,32.96,407.12,0.16,440.08,,0
1,6,1,9/03/2020,Monday,MA,Red._,female,a9848,Maternal,Old,,2175.66,4.94467,13.44,48.72,377.92,69.52,440.08,315.52,7
1,6,2,9/03/2020,Monday,MA,Bro.Gre,female,a9796,Maternal,Old,,2081.16,4.72991,28.8,50.56,360.72,0.56,440.08,74.72,9
1,6,3,9/03/2020,Monday,MA,_.Gre,male,a9803,Maternal,Old,,1169.32,3.18027,0,0,368.64,105.28,368.64,,0
1,6,4,9/03/2020,Monday,MA,Bro.Yel,female,a9794,Maternal,Old,,2960.88,6.72928,0,0,440.08,1.12,440.08,,0
1,7,1,9/03/2020,Monday,MA,Bro.Pin,male,a9793,Maternal,Old,,2049.37,4.65767,44.56,67.12,328.4,0.8,440.08,78.48,19
1,7,2,9/03/2020,Monday,MA,Red.Blu,female,a9759,Maternal,Old,,175.265,0.39833,0,0,440.08,410.8,440.08,,0
1,7,3,9/03/2020,Monday,MA,Whi.Ora,female,a9839,Maternal,Old,,1168.96,4.81452,0,0,244.4,92.08,244.4,,0
1,7,4,9/03/2020,Monday,MA,Red.Red,male,a9754,Maternal,Old,,3983.49,9.0534,22.32,47.12,370.64,0.4,440.08,103.92,16
1,8,1,9/03/2020,Monday,MA,_.Bla,male,a9800,Maternal,Old,,2251.2,5.12008,35.6,61.2,343.2,72.48,440,244.64,10
1,8,2,9/03/2020,Monday,MA,Blu.Yel,female,a9845,Maternal,Old,,2162.25,4.9142,116.72,71.68,251.68,1.2,440.08,82.8,33
1,8,3,9/03/2020,Monday,MA,Pin.Ora,male,a9858,Maternal,Old,,2140.66,4.86514,36.16,44.96,358.96,4,440.08,303.84,8
1,8,4,9/03/2020,Monday,MA,Gre.Whi,female,a9809,Maternal,Old,,2380.72,5.41269,48,122.08,270,0.32,440.08,152.72,20
1,9,1,9/03/2020,Monday,WCB,Yel.Yel,female,a9613,Within Control,Old,,2463.69,5.5993,0,0,440.08,1.2,440.08,,0
1,9,2,9/03/2020,Monday,WCB,Red.Bro,male,a9677,Within Control,Old,,469.085,1.0661,0,0,440.08,364.96,440.08,,0
1,9,3,9/03/2020,Monday,WCB,Bro.Gre,female,a9704,Within Control,Old,,2443.59,5.55361,0.88,8.16,431.04,34,440.08,212.08,1
1,9,4,9/03/2020,Monday,WCB,Ora.Bro,male,a9610,Within Control,Old,,3027.96,6.88173,0,17.12,422.96,0.64,440.08,,0
1,10,1,9/03/2020,Monday,WCB,Blu.Bro,female,a9579,Within Control,Old,,2067.38,4.69859,16.96,66.56,356.56,25.76,440.08,113.36,8
1,10,2,9/03/2020,Monday,WCB,Bro.Bla,female,a9700,Within Control,Old,,878.002,2.08057,0,0,422.32,225.76,422.32,,0
1,10,3,9/03/2020,Monday,WCB,Whi.Ora,female,a9596,Within Control,Old,,4254.39,9.66906,0,1.28,438.8,0.72,440.08,,0
1,10,4,9/03/2020,Monday,WCB,Blu.Whi,female,a9580,Within Control,Old,,3408.8,7.76421,0,0,440,1.2,440,,0
1,11,1,9/03/2020,Monday,PB,Whi.Ora,female,a9927,Paternal,Old,,2829.16,6.42991,31.36,81.36,327.2,0.64,440.08,89.84,21
1,11,2,9/03/2020,Monday,PB,Blu.Pur,male,a9975,Paternal,Old,,840.788,2.37887,0,5.2,348.64,215.6,353.84,,0
1,11,3,9/03/2020,Monday,PB,Yel.Gre,male,a9901,Paternal,Old,,2473.43,5.62144,13.68,56.16,370.24,20.72,440.08,327.6,5
1,11,4,9/03/2020,Monday,PB,Bro.Bro,female,a9910,Paternal,Old,,2247.11,5.77247,0,10.16,380.16,63.2,390.32,,0
1,12,1,9/03/2020,Monday,PB,Red._,male,a9941,Paternal,Old,,2070.52,4.70572,37.2,44,358.88,68.8,440.08,218.56,13
1,12,2,9/03/2020,Monday,PB,Pin.Gre,female,a9952,Paternal,Old,,2209.12,5.02072,39.52,32.32,368.24,0.8,440.08,158.8,8
1,12,3,9/03/2020,Monday,PB,_.Red,female,a9903,Paternal,Old,,331.916,1.00508,0,0,331.28,287.52,331.28,,0
1,12,4,9/03/2020,Monday,PB,Bro.Blu,male,a9937,Paternal,Old,,2929.14,6.68264,0,0,438.64,12.64,438.64,,0
1,13,1,9/03/2020,Monday,PB,_.Ora,female,a9964,Paternal,Old,,2327.78,5.29041,41.2,50.32,348.56,1.68,440.08,209.76,18
1,13,2,9/03/2020,Monday,PB,Red.Yel,male,a9947,Paternal,Old,,1490.5,3.38749,0,0,440.08,93.04,440.08,,0
1,13,3,9/03/2020,Monday,PB,Pin.Ora,female,a9953,Paternal,Old,,2136.23,4.85507,0,2.16,437.92,37.12,440.08,,0
1,13,4,9/03/2020,Monday,PB,Bro._,male,a9908,Paternal,Old,,1914.7,4.35238,1.52,20,418.48,34.16,440,414.24,1
1,14,1,9/03/2020,Monday,WTA,Whi.Yel,male,a10157,Within Treatment,Old,,3059.15,6.95261,41.52,41.6,356.96,0.32,440.08,58.96,18
1,14,2,9/03/2020,Monday,WTA,Pin.Blu,male,a10090,Within Treatment,Old,,2070.21,4.70502,87.2,102.32,250.56,0.56,440.08,44.8,30
1,14,3,9/03/2020,Monday,WTA,Red.Bla,female,a10164,Within Treatment,Old,,2979.73,7.29181,49.28,41.68,318.32,13.04,409.28,173.52,15
1,14,4,9/03/2020,Monday,WTA,Ora.Bro,male,a10070,Within Treatment,Old,,2635.97,5.99302,84.08,153.6,202.4,0.16,440.08,10.32,37
1,15,1,9/03/2020,Monday,WTA,Pin.Gre,female,a10087,Within Treatment,Old,,2008.44,4.56463,79.28,84.96,275.84,0.48,440.08,41.76,21
1,15,2,9/03/2020,Monday,WTA,Red.Whi,female,a10172,Within Treatment,Old,,2693.9,6.12251,4.24,31.68,404.16,56.72,440.08,299.44,3
1,15,3,9/03/2020,Monday,WTA,Whi.Pur,female,a10158,Within Treatment,Old,,3407.95,7.74675,0,7.76,432.32,2.8,440.08,,0
1,15,4,9/03/2020,Monday,WTA,Gre.Pin,female,a10036,Within Treatment,Old,,2627.97,5.97267,131.68,129.6,178.8,0.4,440.08,35.04,33
1,16,1,9/03/2020,Monday,MB,Yel.Yel,male,a9765,Maternal,Old,,1851.58,4.20813,2.56,32.88,404.64,0.24,440.08,401.6,1
